es_id,cluster,row_id,report_group,study,outcome_subject,grade_band,g,v,se,n_t,n_c,n_clusters,icc_assumed,cluster_adjusted,pretest_adjusted,test_type,test_name,include,exclude_reason,extraction_method,source_stat,page_ref,extractor,confidence,notes
murphy_2021-06,murphy_2021,82,murphy_2021,Murphy et al. 2021,Reading,3-6,-0.013,0.001225,0.035,,,181,,True,True,standardized_independent,"KS2 (age-11) national reading test, percentilised national rank",1,,"g from Table 4 Panel A (cohort 1), Reading row, column 5 'Standardised' = -0.013 (SE 0.035). Fully-controlled ITT standardised mean difference; J~=0.99988 -> g=-0.013, g_se=0.035, g_var=0.001225. mean_t/mean_c from Table 3 Panel A.",-0.013,"Table 4 col 5, Panel A Reading (PDF p.35); means Table 3 Panel A (PDF p.34)",subagent,high,"Cohort 1 1-year dose. Reading -> Reading. Not statistically significant. Total cohort-1 N = 6,436."
murphy_2021-07,murphy_2021,82,murphy_2021,Murphy et al. 2021,Other,3-6,-0.009,0.0016,0.04,,,181,,True,True,standardized_independent,"KS2 (age-11) Spelling, Punctuation & Grammar (SPAG) test, percentilised national rank",1,,"g from Table 4 Panel A (cohort 1), SPAG row, column 5 'Standardised' = -0.009 (SE 0.040). Fully-controlled ITT standardised mean difference; J~=0.99988 -> g=-0.009, g_se=0.04, g_var=0.0016. mean_t/mean_c from Table 3 Panel A.",-0.009,"Table 4 col 5, Panel A SPAG (PDF p.35); means Table 3 Panel A (PDF p.34)",subagent,high,"Cohort 1 1-year dose. SPAG -> Other. Not statistically significant. Total cohort-1 N = 6,436."
murphy_2021-08,murphy_2021,82,murphy_2021,Murphy et al. 2021,STEM,3-6,-0.063,0.001521,0.039,,,181,,True,True,researcher_made,"KS2 (age-11) science (teacher-assessed, 13-level coarse scale; NOT percentilised)",0,researcher_made,"g from Table 4 Panel A (cohort 1), Science row, column 5 'Standardised' = -0.063 (SE 0.039). Fully-controlled ITT standardised mean difference; J~=0.99988 -> g=-0.063, g_se=0.039, g_var=0.001521. mean_t/mean_c are the 13-level teacher-assessed science means from Table 3 Panel A (4.26 vs 4.27).",-0.063,"Table 4 col 5, Panel A Science (PDF p.35); means Table 3 Panel A (PDF p.34)",subagent,high,"Cohort 1 only (no science for cohort 2 - not recorded in 2015/16). Science -> STEM per spec. Test is TEACHER-ASSESSED on a coarse 13-level scale (not an externally-marked standardised test) -> test_type=researcher_made for central filtering; the meta-analysis included only independent measures, so this row may be filtered out centrally. Not statistically significant. Total cohort-1 N = 6,436."
murphy_2021-09,murphy_2021,82,murphy_2021,Murphy et al. 2021,Other,3-6,0.011,0.001521,0.039,,,181,,True,True,standardized_independent,"KS2 (age-11) combined maths+reading 'Test Score' (pre-specified PRIMARY outcome), percentilised national rank",1,,"g from Table 4 Panel A (cohort 1), Test Score row, column 5 'Standardised' = 0.011 (SE 0.039). Fully-controlled ITT standardised mean difference; J~=0.99988 -> g=0.011, g_se=0.039, g_var=0.001521. mean_t/mean_c from Table 3 Panel A.",0.011,"Table 4 col 5, Panel A Test Score (PDF p.35); means Table 3 Panel A (PDF p.34)",subagent,high,"Cohort 1 1-year dose. Report's HEADLINE pre-specified PRIMARY outcome = combined maths+reading composite (subsumes the maths/reading rows above) -> outcome_role=composite. Subject mapping ambiguous; recorded as Other. Not statistically significant. Total cohort-1 N = 6,436."
newman_2012-01,newman_2012,83,newman_2012,Newman et al. 2012,STEM,4-8,0.04858,0.000242,0.01557,10022,8691,82,,True,True,standardized_independent,Stanford Achievement Test Tenth Edition (SAT 10) mathematics problem solving (scale score),1,,"d = regression-adjusted multilevel impact estimate / control-group posttest SD = 2.06 / 42.4 = 0.04858 (matches the report's reported effect size 0.05; report standardizes by the control-group posttest SD with between-grade differences removed). Hedges' g = J*d, df = n_t+n_c-2 = 18711, J = 0.999960, g = 0.04858. g_se = J*(impact_se/SD_control) = 0.999960*(0.66/42.4) = 0.01557; g_var = g_se^2 = 0.000242. SE from the benchmark multilevel model (accounts for school clustering).",2.06,"Exec. summary p.xxv (fig.1); Ch.4 Table 4.2 (p.83: AMSTI mean 661.8, control 659.7, effect 2.1, SE 0.7, p=.004, ES 0.05); Table 4.1 (p.82: n schools/teachers/students, control posttest SD 42.4)",subagent,high,"Primary confirmatory outcome #1. Impact 2.06 scale points (SE 0.66, p=.004), statistically significant (alpha=.025 after Bonferroni). n=82 schools, 18,713 students (AMSTI 41 schools/10,022 students; control 41 schools/8,691 students). Two-year exploratory effect (control no longer pure) was 3.74 scale points, SE 1.66, ES 0.10, p=.030 (Table 5.2) -- NOT extracted here per spec (use end-of-pure-control wave = Year 1)."
newman_2012-02,newman_2012,83,newman_2012,Newman et al. 2012,STEM,5 & 7,0.04952,0.000827,0.02875,4082,3446,79,,True,True,standardized_independent,Stanford Achievement Test Tenth Edition (SAT 10) science (scale score),1,,"d = regression-adjusted multilevel impact estimate / control-group posttest SD = 1.55 / 31.3 = 0.04952 (matches the report's reported effect size 0.05). Hedges' g = J*d, df = n_t+n_c-2 = 7526, J = 0.999900, g = 0.04952. g_se = J*(impact_se/SD_control) = 0.999900*(0.90/31.3) = 0.02875; g_var = 0.000827. SE from the benchmark multilevel model (accounts for school clustering).",1.55,"Exec. summary p.xxvi (fig.2); Ch.4 Table 4.4 (p.85: AMSTI mean 656.1, control 654.6, effect 1.6, SE 0.9, p=.092, ES 0.05); Table 4.3 (p.84: n schools/teachers/students, control posttest SD 31.3)",subagent,high,"Primary confirmatory outcome #2. Impact 1.55 scale points (SE 0.90, p=.092), NOT statistically significant. n=79 schools, 7,528 students (AMSTI 39 schools/4,082 students; control 40 schools/3,446 students). Science measured only in grades 5 and 7. Two-year exploratory effect was 4.00 scale points, SE 1.90, ES 0.13, p=.038 (Table 5.4) -- NOT extracted here (control contaminated in Year 2)."
newman_2012-03,newman_2012,83,newman_2012,Newman et al. 2012,Reading,4-8,0.06358,0.000163,0.01277,10019,8691,82,,True,True,standardized_independent,Stanford Achievement Test Tenth Edition (SAT 10) reading (scale score),1,,"d = regression-adjusted multilevel impact estimate / control-group posttest SD = 2.34 / 36.8 = 0.06359 (matches the report's reported effect size 0.06). Hedges' g = J*d, df = n_t+n_c-2 = 18708, J = 0.999960, g = 0.06358. g_se = J*(impact_se/SD_control) = 0.999960*(0.47/36.8) = 0.01277; g_var = 0.000163. SE from the benchmark multilevel model (accounts for school clustering).",2.34,"Exec. summary p.xxvi; Ch.6 Table 6.2 (p.98: AMSTI mean 665.5, control 663.2, effect 2.3, SE 0.5, p<.001, ES 0.06); Table 6.1 (p.97: n schools/teachers/students, control posttest SD 36.8)",subagent,high,"Exploratory outcome (the report's confirmatory outcomes were only math and science; reading was an additional Year-1 exploratory question, answerable without the Year-2 assumptions). Impact 2.34 scale points (SE 0.47, p<.001), statistically significant. n=82 schools, 18,710 students (AMSTI 41 schools/10,019 students; control 41 schools/8,691 students). AMSTI targeted math and science teaching, not reading, so this is a spillover/transfer outcome. outcome_role=secondary, not primary."
nugent_2016-01,nugent_2016,84,nugent_2016,Nugent et al. 2016,STEM,Middle school (~6-8),0.1798,0.004879,0.0698,419,403,110,,False,True,standardized_independent,"Student science Knowledge multiple-choice test (middle-school form; items drawn from SCASS, NAEP, TIMSS public inquiry-question banks)",1,,"Hedges' g = J*d using the report's stated Cohen's d=.18 (text p.23, significant). df = n_t+n_c-2 = 820, J = 0.9991, g = 0.9991*0.18 = 0.1798. Confirmed against Table 5 post-unit descriptives: pooled SD = 0.175, raw post d = (0.73-0.70)/0.175 = 0.172 ~= reported .18. Var(d) = (n_t+n_c)/(n_t*n_c) + d^2/(2*(n_t+n_c)) = 0.004883; Var(g)=J^2*Var(d)=0.004879; g_se=0.0698. impact_estimate/impact_se are the model Group x Time (Time 2) coefficient on the proportion-correct scale (Table 6, MS Knowledge: Est=.02, SE=.01, df=657, p<.05), recorded for traceability but not used to standardize g.",0.02,Table 5 & Table 6 (p. 23); narrative p. 23 ('middle school results were significant... small effect size (d = .18)'),subagent,medium,"Significant favorable middle-school science knowledge effect. Model is a 4-level mixed model controlling baseline and cohort; reported d derived from the model. Cluster RCT (schools randomized) but d not cluster-adjusted -> cluster_adjusted=false, n_clusters=110 (icc not reported, not guessed). Achievement (knowledge test), full sample of MS students."
nugent_2016-02,nugent_2016,84,nugent_2016,Nugent et al. 2016,STEM,High school (~9-12),0.0,0.004909,0.0701,426,389,110,,False,True,standardized_independent,"Student science Knowledge multiple-choice test (high-school form; items drawn from SCASS, NAEP, TIMSS public inquiry-question banks)",1,,"Non-significant outcome; no Cohen's d printed. The mixed-model Group x Time (Time 2) coefficient is Est=0.00, SE=.01, p=.97 (Table 6, HS Knowledge), indicating no differential growth -> g=0. (Raw post-unit posttest difference would give d=(0.64-0.62)/0.210=0.095, but both arms gained ~0.03 from baseline so the pretest-adjusted/growth impact is ~0; the model value of 0 is used.) Var(d) sample-size formula at d=0 = (n_t+n_c)/(n_t*n_c) = 0.004914; Var(g)=J^2*Var(d)=0.004909 (J=0.9991, df=813); g_se=0.0701.",0.0,Table 5 & Table 6 (p. 23); narrative p. 23 ('high school knowledge outcome... showed no significant treatment-control difference'),subagent,medium,"Null high-school science knowledge contrast (explicitly the one non-significant student knowledge result). g=0 from the model growth coefficient (Group x Time Est=0, p=.97). Achievement (knowledge test), full sample of HS students."
nugent_2016-03,nugent_2016,84,nugent_2016,Nugent et al. 2016,STEM,Middle school (~6-8),0.3397,0.00528,0.0727,409,361,110,,False,False,researcher_made,"Student Inquiry Rubric (SIR): teacher-rated student science practice skills (question, investigate, analyze/collect data, explain, communicate; 4-point scale)",0,researcher_made,"Hedges' g = J*d using the report's stated Cohen's d=.34 (text p.24; p=.056, 'approached significance'). df = n_t+n_c-2 = 768, J = 0.9990, g = 0.9990*0.34 = 0.3397. Confirmed against Table 5 post-unit descriptives: pooled SD = 0.760, raw d = (3.01-2.75)/0.760 = 0.342 ~= reported .34. Var(d) = (n_t+n_c)/(n_t*n_c) + d^2/(2*(n_t+n_c)) = 0.005291; Var(g)=J^2*Var(d)=0.005280; g_se=0.0727. impact_estimate/impact_se = model Group fixed effect on the rubric scale (Table 6, MS Practice: Est=.24, SE=.13, df=721, p=.06), recorded for traceability.",0.24,Table 5 & Table 6 (p. 23); narrative p. 24 ('not the middle school... probability level approached significance (.056)... small-medium effect size (d = .34)'),subagent,medium,"Middle-school student science-PRACTICE skills, the report's 'key student outcome'. Favorable, p=.056 (FDR/cohort-adjusted), d=.34. CAVEAT: SIR is rated by the students' OWN teachers, who were not blind to condition and were the intervention recipients -> potential rater bias inflating the practice effect; also researcher-made and single-timepoint (no baseline, so not pretest-adjusted). cluster_adjusted=false, n_clusters=110."
nugent_2016-04,nugent_2016,84,nugent_2016,Nugent et al. 2016,STEM,High school (~9-12),0.3996,0.004933,0.0702,423,403,110,,False,False,researcher_made,"Student Inquiry Rubric (SIR): teacher-rated student science practice skills (question, investigate, analyze/collect data, explain, communicate; 4-point scale)",0,researcher_made,"Hedges' g = J*d using the report's stated Cohen's d=.40 (text p.24, significant). df = n_t+n_c-2 = 824, J = 0.9991, g = 0.9991*0.40 = 0.3996. Confirmed against Table 5 post-unit descriptives: pooled SD = 0.772, raw d = (3.06-2.76)/0.772 = 0.389 ~= reported .40. Var(d) = (n_t+n_c)/(n_t*n_c) + d^2/(2*(n_t+n_c)) = 0.004937; Var(g)=J^2*Var(d)=0.004933; g_se=0.0702. impact_estimate/impact_se = model Group fixed effect on the rubric scale (Table 6, HS Practice: Est=.3, SE=.11, df=768, p<.01), recorded for traceability.",0.3,Table 5 & Table 6 (p. 23); narrative p. 24 ('significantly higher for treatment versus control at the high school level (d = .40)'),subagent,medium,"High-school student science-PRACTICE skills, significant favorable effect, d=.40, the report's 'key student outcome'. Same CAVEAT as MS Practice: SIR rated by students' own non-blinded treatment teachers (rater-bias risk); researcher-made; single post-unit timepoint, not pretest-adjusted. cluster_adjusted=false, n_clusters=110."
ohare_2019-01,ohare_2019,85,ohare_2019,O'Hare et al. 2019,Reading,3-6,0.0,0.0011,0.0332,1666,1532,94,0.06,True,True,standardized_independent,"New Group Reading Test (NGRT) - overall reading ability (total score, 47 items)",1,,"Hedges' g reported directly by authors (Table 13): multilevel ANCOVA group coefficient / pooled SD, SD computed accounting for clustering (Connolly et al. 2017: SD = SE_group * sqrt(N_group) from a null mixed model), on pretest-adjusted post-test means. Taken directly as g. SE derived from reported 95% CI (-0.06, 0.07): SE = (0.07-(-0.06))/(2*1.95996); g_var = SE^2. mean/sd fields are RAW post-test values (report prints raw means; g standardised on adjusted means).",0.0,p.38 Table 13 (universal primary analysis); also p.6 Table 1 (exec summary),subagent,high,"Universal whole-class arm, full Year 4 sample. Reading -> Reading per spec. N in model 3198 (1666 int; 1532 ctrl). p=0.795 (no significant effect). 'Overall reading' total score subsumes the comprehension subscale (composite). icc=0.06 = analysis-stage school-level ICC from overall-reading model."
ohare_2019-02,ohare_2019,85,ohare_2019,O'Hare et al. 2019,Reading,3-6,-0.02,0.001464,0.0383,1557,1401,94,0.06,True,True,standardized_independent,"New Group Reading Test (NGRT) - reading comprehension subscale (passage comprehension, 27 items)",0,redundant_subscale,"Hedges' g reported directly by authors (Table 13): multilevel ANCOVA coefficient / cluster-accounting pooled SD on pretest-adjusted means. Taken directly as g. SE derived from reported 95% CI (-0.09, 0.06): SE = (0.06-(-0.09))/(2*1.95996); g_var = SE^2. mean/sd are RAW post-test values.",-0.02,p.38 Table 13 (universal primary analysis); also p.6 Table 1 (exec summary),subagent,high,Universal whole-class arm. Comprehension is a subscale of overall reading. N in model 2958 (1557 int; 1401 ctrl); n lower than overall reading because very-low-ability pupils sat a phonics subtest instead of comprehension. p=0.494 (no significant effect). icc=0.06 = analysis-stage overall-reading ICC (no separate comprehension ICC printed).
ohare_2019-03,ohare_2019,85,ohare_2019,O'Hare et al. 2019,Reading,3-6,0.14,0.00287,0.0536,678,618,94,0.15,True,True,standardized_independent,"New Group Reading Test (NGRT) - overall reading ability (total score, 47 items)",0,subgroup,"Hedges' g reported directly by authors (Table 14): multilevel ANCOVA coefficient / cluster-accounting pooled SD on pretest-adjusted means. Taken directly as g. SE derived from reported 95% CI (0.04, 0.25): SE = (0.25-0.04)/(2*1.95996); g_var = SE^2. mean/sd are RAW post-test values (note large raw intervention>control gap is partly baseline imbalance; adjusted g is smaller).",0.14,p.39 Table 14 (targeted primary analysis); also p.6 Table 1 (exec summary),subagent,high,"Targeted arm: pupils were pre-selected by teachers as poor comprehenders (good decoders) prior to randomisation -> not the full pupil population (is_full_sample=false; targeted_population would be 'Specific', so this is the SECONDARY arm relative to registry row 85). N in model 1296 (678 int; 618 ctrl). p=0.001 (significant; ~2 months progress). 'Overall reading' = composite subsuming comprehension. icc=0.15 = analysis-stage overall-reading ICC for targeted sample."
ohare_2019-04,ohare_2019,85,ohare_2019,O'Hare et al. 2019,Reading,3-6,0.18,0.00315,0.0561,668,602,94,0.15,True,True,standardized_independent,"New Group Reading Test (NGRT) - reading comprehension subscale (passage comprehension, 27 items)",0,subgroup,"Hedges' g reported directly by authors (Table 14): multilevel ANCOVA coefficient / cluster-accounting pooled SD on pretest-adjusted means. Taken directly as g. SE derived from reported 95% CI (0.07, 0.29): SE = (0.29-0.07)/(2*1.95996); g_var = SE^2. mean/sd are RAW post-test values.",0.18,p.39 Table 14 (targeted primary analysis); also p.6 Table 1 (exec summary),subagent,high,"Targeted arm, pre-selected poor-comprehender subgroup (is_full_sample=false). Comprehension subscale of overall reading. N in model 1270 (668 int; 602 ctrl). p<0.001 (significant; ~2 months progress). icc=0.15 = analysis-stage overall-reading ICC for targeted sample (no separate comprehension ICC printed)."
olson_2012-01,olson_2012,86,olson_2012,Olson et al. 2012,Other,7-12,0.6668,0.01603,0.1266,,,72,,True,True,researcher_made,"Assessment of Literary Analysis (ALA) on-demand analytical writing assessment, posttest May 2009",0,researcher_made,"Table 3 Pathway treatment fixed effect (beta1) = 0.674 with s.e. = 0.128, t = 5.247. ALA was normed within grade level so the coefficient is the standardized mean difference d = 0.674. g = J*d with J = 1 - 3/(4*df-1), df = n_clusters - 2 = 70 (J = 0.98925): g = 0.6668. g_se = J*se = 0.98925*0.128 = 0.1266; g_var = g_se^2 = 0.01603. SE from 3-level HLM -> cluster_adjusted = true; classroom CST-pretest-mean covariate -> pretest_adjusted = true. Standardized within-grade so the standardizing SD is the within-grade SD of the ALA posttest.",0.674,"Table 3, ALA column (Pathway treatment effect row); Results RQ1 (p. ~36)",subagent,high,"Study's primary/headline confirmatory outcome; statistically significant (random-effect p<.001; treatment fixed effect t=5.247). On-demand analytical-writing assessment developed by the researchers, scored holistically on a 6-point scale (rubrics adapted from CAHSEE/STAR/NAEP). Grades 6-12, 72 classrooms (34 Pathway, 38 control); ~50% of essays per class scored due to budget. Year 2 (2008-09) replicates the Year 1 ALA effect (d=.35, Kim et al. 2011). Researcher/developer-made -> the meta-analysis (independent measures only) likely excludes this, but extracted per spec instruction to capture all achievement outcomes and label type."
olson_2012-02,olson_2012,86,olson_2012,Olson et al. 2012,Reading,7-12,0.0652,0.00254,0.0504,,,66,,True,True,standardized_independent,"California Standards Test (CST) English Language Arts -- total score, spring 2009",1,,"Table 3 CST Total column Pathway treatment fixed effect = 0.066, s.e. = 0.051, t = 1.280. CST normed within grade -> coefficient is d = 0.066. g = J*d, df = n_clusters - 2 = 64, J = 0.98824: g = 0.0652. g_se = 0.98824*0.051 = 0.0504; g_var = 0.00254. 3-level HLM with classroom CST-pretest covariate -> cluster_adjusted and pretest_adjusted = true.",0.066,"Table 3, CST Total column (Pathway treatment effect row); Results RQ1",subagent,high,"Composite ELA score subsuming the CST Reading and CST Writing subtests (both extracted below as subscales). Positive, non-significant (t=1.280; treatment random-effect p=.226). Independent California state standardized test (grades 6-11; grade 12 excluded). CST analysis sample = 66 classrooms (31 Pathway, 35 control). Mapped to Reading (ELA/literacy)."
olson_2012-03,olson_2012,86,olson_2012,Olson et al. 2012,Reading,7-12,0.0652,0.00264,0.0514,,,66,,True,True,standardized_independent,"California Standards Test (CST) -- reading subtest, spring 2009",0,redundant_subscale,"Table 3 CST Reading Subtest column = 0.066, s.e. = 0.052, t = 1.258. Within-grade normed -> d = 0.066. g = J*d, df = 64, J = 0.98824: g = 0.0652. g_se = 0.98824*0.052 = 0.0514; g_var = 0.00264. 3-level HLM, pretest covariate -> cluster/pretest adjusted.",0.066,"Table 3, CST Reading Subtest column (Pathway treatment effect row)",subagent,high,"Subscale of CST Total ELA composite. CST reading score = word analysis/fluency/vocabulary + reading comprehension (informational text) + literary response & analysis subtests. Positive, non-significant (t=1.258; p=.193). Independent state standardized test, grades 6-11."
olson_2012-04,olson_2012,86,olson_2012,Olson et al. 2012,Other,7-12,0.0642,0.00264,0.0514,,,66,,True,True,standardized_independent,"California Standards Test (CST) -- writing subtest, spring 2009",0,redundant_subscale,"Table 3 CST Writing Subtest column = 0.065, s.e. = 0.052, t = 1.247. Within-grade normed -> d = 0.065. g = J*d, df = 64, J = 0.98824: g = 0.0642. g_se = 0.98824*0.052 = 0.0514; g_var = 0.00264. 3-level HLM, pretest covariate -> cluster/pretest adjusted.",0.065,"Table 3, CST Writing Subtest column (Pathway treatment effect row)",subagent,high,"Subscale of CST Total ELA composite. CST writing score = written/oral English language conventions + writing strategies subtests. Positive, non-significant (t=1.247; p=.239). Mapped to Other (writing/language). Independent state standardized test, grades 6-11."
olson_2012-05,olson_2012,86,olson_2012,Olson et al. 2012,Reading,7-12,0.0929,0.00181,0.0425,,,66,,True,True,standardized_independent,"California Standards Test (CST) English Language Arts -- total score, spring 2009 (all classrooms)",1,,"Table 4 (All Classrooms) CST Total column Pathway treatment effect = 0.094, s.e. = 0.043, t = 2.178. Within-grade normed -> d = 0.094. g = J*d, df = n_clusters - 2 = 64, J = 0.98824: g = 0.0929. g_se = 0.98824*0.043 = 0.0425; g_var = 0.00181. 4-level HLM (students within sections within teachers within blocks) with pretest covariate -> cluster_adjusted and pretest_adjusted = true.",0.094,"Table 4 (All Classrooms), CST Total column (Pathway treatment effect row); Results RQ2",subagent,high,"RQ2 external-validity/transfer estimate using ALL classroom sections taught by each Pathway/control teacher (a larger analytic sample than the experimental-teacher sample in Table 3, but SAME teachers, same treatment, same end-of-treatment timepoint). Statistically significant (t=2.178; treatment random-effect p=.026). Composite ELA. Provided as a robustness/transfer analysis; outcome_role=secondary relative to the Table 3 headline. Independent state standardized test, grades 6-11. Not a subgroup -> is_full_sample=true."
olson_2012-06,olson_2012,86,olson_2012,Olson et al. 2012,Reading,7-12,0.082,0.00181,0.0425,,,66,,True,True,standardized_independent,"California Standards Test (CST) -- reading subtest, spring 2009 (all classrooms)",1,,"Table 4 (All Classrooms) CST Reading Subtest = 0.083, s.e. = 0.043, t = 1.906. Within-grade normed -> d = 0.083. g = J*d, df = 64, J = 0.98824: g = 0.0820. g_se = 0.98824*0.043 = 0.0425; g_var = 0.00181. 4-level HLM, pretest covariate -> cluster/pretest adjusted.",0.083,"Table 4 (All Classrooms), CST Reading Subtest column (Pathway treatment effect row)",subagent,high,"All-classrooms (RQ2) reading subtest. Positive, non-significant (t=1.906; treatment random-effect p=.029 for the variance component, but the fixed-effect t<1.96). No evidence of transfer to reading per authors' discussion (d=.083). Same teachers/timepoint as Table 3, larger analytic sample. Independent state standardized test, grades 6-11."
olson_2012-07,olson_2012,86,olson_2012,Olson et al. 2012,Other,7-12,0.0988,0.00189,0.0435,,,66,,True,True,standardized_independent,"California Standards Test (CST) -- writing subtest, spring 2009 (all classrooms)",1,,"Table 4 (All Classrooms) CST Writing Subtest = 0.100, s.e. = 0.044, t = 2.238. Within-grade normed -> d = 0.100. g = J*d, df = 64, J = 0.98824: g = 0.0988. g_se = 0.98824*0.044 = 0.0435; g_var = 0.00189. 4-level HLM, pretest covariate -> cluster/pretest adjusted.",0.1,"Table 4 (All Classrooms), CST Writing Subtest column (Pathway treatment effect row)",subagent,high,"All-classrooms (RQ2) writing subtest -- the abstract's reported transfer effect (d=.10). Statistically significant (t=2.238; treatment random-effect p=.010). Authors interpret this as evidence that improved writing instruction transferred to the independent state CST writing subtest. Mapped to Other (writing/language). Same teachers/timepoint as Table 3, larger analytic sample. Independent state standardized test, grades 6-11."
olson_2017-01,olson_2017,87,olson_2017,Olson et al. 2017,Other,7-12,0.5996,0.00851,0.0923,634,616,81,,True,True,researcher_made,Academic Writing Assessment (AWA) on-demand text-based analytical essay (scored 2-12),0,researcher_made,"Covariate/pretest-adjusted gain-score regression (Table 6 Model B): Pathway coefficient b=1.30 on the AWA scale, cluster-robust SE=0.20. Standardized by the pooled pretest SD s=1.30/0.60=2.167 (matches paper's reported d). d=b/s=0.6000, se_d=SE/s=0.0923. g=J*d with J=1-3/(4*df-1), df=N-2=1248, J=0.99940, g=0.5996; g_se=J*se_d=0.0923, g_var=g_se^2=0.008510. SEs are Huber-White cluster-robust by classroom -> cluster_adjusted=true.",1.3,"Table 6 (Year 2 Model B, p.61); Table 5 means (p.60); results p.35; abstract p.2",subagent,high,"Headline confirmatory writing outcome, Year 2 (paper's end-of-treatment replication; Year-2 students are first-year-program students taught by second-year-program teachers). Reported d=0.60, p<.001. Unadjusted All-students gain difference = 1.22 (Table 5). AWA is a researcher/developer-made on-demand analytical-writing measure most closely tied to the intervention. Writing -> outcome_subject Other. mean/sd are unadjusted Year-2 posttest values (Table 5 All students). Per-arm n from Table 5 baseline (616 control / 634 Pathway); regression N=1250."
olson_2017-02,olson_2017,87,olson_2017,Olson et al. 2017,Other,7-12,0.4798,0.009992,0.1,966,851,93,,True,True,researcher_made,Academic Writing Assessment (AWA) on-demand text-based analytical essay (scored 2-12),0,researcher_made,"Covariate/pretest-adjusted gain-score regression (Table 6 Model 2): Pathway coefficient b=0.96 on the AWA scale, cluster-robust SE=0.20. Standardized by the pooled pretest SD s=0.96/0.48=2.00 (matches paper's reported d; pooled pretest SD from Table 4 All-students row is 1.99). d=b/s=0.4800, se_d=SE/s=0.1000. g=J*d, df=N-2=1815, J=0.99959, g=0.4798; g_se=J*se_d=0.1000, g_var=0.009992. SEs are Huber-White cluster-robust by classroom -> cluster_adjusted=true.",0.96,"Table 6 (Year 1 Model 2, p.61); Table 4 means (p.59); results p.35; abstract p.2",subagent,high,"Headline confirmatory writing outcome, Year 1. Reported d=0.48, p<.001. Unadjusted All-students gain difference = 0.99 (Table 4). Distinct student cohort from Year 2. AWA = researcher/developer-made on-demand analytical-writing measure. Writing -> outcome_subject Other. mean/sd are unadjusted Year-1 posttest values (Table 4 All students). Per-arm n from Table 4 baseline (851 control / 966 Pathway); regression N=1817 (two Pathway teachers did not give the AWA posttest)."
olson_2017-03,olson_2017,87,olson_2017,Olson et al. 2017,Reading,10,0.6951,0.042788,0.2069,122,114,,,False,False,standardized_independent,California High School Exit Exam (CAHSEE) -- 10th-grade pass rate (ELA/math state exit exam),0,subgroup,"Dichotomous pass/fail outcome (Table 8, All 10th grade): control 79/114 passed (69.30%), Pathway 107/122 passed (87.70%), unadjusted difference 18.4 pp (p<.001). g via Cox/logit transform of the odds ratio: OR=(0.877/0.123)/(0.693/0.307)=3.160, d=ln(OR)/1.65=0.6974; Var(d)=Var(lnOR)/1.65^2 with Var(lnOR)=1/107+1/15+1/79+1/35=0.1165, Var(d)=0.04279. g=J*d, df=234, J=0.99678, g=0.6951, g_se=0.2069, g_var=0.04279. NOTE: covariate-adjusted cluster-robust logistic model (Table 9 Model B) gives OR=2.19 (t=0.96, ns) -> d=0.475, g=0.474, g_se=0.493 (non-significant); authors call CAHSEE regression results 'suggestive rather than definitive'. impact_estimate reported here is the unadjusted risk difference (0.184).",0.184,"Table 8 (p.63, All 10th grade); Table 9 Model B (p.64); results p.37",subagent,high,"CAHSEE = independent state high-school exit exam (standardized_independent); 10th-graders ONLY (a non-randomised grade subset of the 7-12 sample), so is_full_sample=false, grade_band=10. Binary pass-rate outcome -> g is an approximation via the Cox logit transform of the odds ratio, flagged. Unadjusted contrast is large and significant; adjusted logistic model (Table 9) non-significant due to small 10th-grade subsample. Reading/ELA-related literacy exam -> outcome_subject Reading. mean_t/mean_c are pass proportions. pretest_adjusted=false and cluster_adjusted=false because the recorded g is from the UNADJUSTED pass rates; the adjusted-and-clustered version is in g_method/notes."
olson_2017-04,olson_2017,87,olson_2017,Olson et al. 2017,Reading,10,0.3194,0.016077,0.1268,313,262,,,False,False,standardized_independent,California High School Exit Exam (CAHSEE) -- 10th-grade pass rate (ELA/math state exit exam),0,subgroup,"Dichotomous pass/fail outcome (Table 7, All 10th grade): control 197/262 passed (75.19%), Pathway 262/313 passed (83.71%), unadjusted difference 8.52 pp (p<.01). g via Cox/logit transform of the odds ratio: OR=(0.8371/0.1629)/(0.7519/0.2481)=1.695, d=ln(OR)/1.65=0.3198; Var(lnOR)=1/262+1/51+1/197+1/65=0.04376, Var(d)=0.01608. g=J*d, df=573, J=0.99869, g=0.3194, g_se=0.1268, g_var=0.01608. NOTE: covariate-adjusted cluster-robust logistic model (Table 9 Model 2) gives OR=1.39 (t=0.81, ns) -> d=0.200, g=0.199, g_se=0.246 (non-significant). impact_estimate reported here is the unadjusted risk difference (0.0852).",0.0852,"Table 7 (p.62, All 10th grade); Table 9 Model 2 (p.64); results p.37",subagent,high,"CAHSEE = independent state high-school exit exam (standardized_independent); 10th-graders ONLY (non-randomised grade subset), so is_full_sample=false, grade_band=10. Binary pass-rate outcome -> g via Cox logit transform of OR, flagged. Year-1 unadjusted contrast significant (p<.01); adjusted logistic model (Table 9) non-significant. Reading/ELA-related literacy exam -> outcome_subject Reading. mean_t/mean_c are pass proportions. pretest_adjusted=false / cluster_adjusted=false because the recorded g is from the UNADJUSTED pass rates."
